id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
1275,0.13,0.65,2,209,5,0,0,0,accounting,low
1276,0.73,0.88,5,233,4,1,0,0,sales,medium
1277,0.73,0.88,5,134,2,1,0,0,support,low
1278,0.48,0.71,2,140,3,1,0,0,support,low
1279,0.45,0.53,2,129,3,0,1,0,technical,high
1280,0.84,0.54,3,265,2,0,0,0,marketing,medium
1281,0.69,0.56,3,183,4,1,0,0,RandD,low
1282,0.91,0.55,4,179,4,0,0,0,IT,low
1283,0.74,0.37,6,200,3,0,0,0,product_mng,low
1284,0.9,0.99,4,190,2,0,0,0,sales,low
1285,0.67,0.78,4,193,3,0,0,0,sales,medium
1286,0.36,0.53,2,133,3,0,1,0,sales,medium
1287,0.79,0.49,5,210,3,0,0,0,IT,medium
1288,0.59,0.47,3,129,2,0,0,0,RandD,medium
1289,0.9,0.76,4,252,4,0,0,0,sales,medium
1290,0.36,0.69,3,98,2,0,0,0,sales,low
1291,0.59,0.75,3,106,2,0,0,0,accounting,low
1292,0.44,0.55,2,135,3,0,1,0,support,low
1293,0.84,0.98,4,246,3,0,0,0,sales,medium
1294,0.75,0.82,3,227,2,0,0,0,support,medium
1295,0.5,0.9,5,226,2,0,0,0,management,high
1296,0.51,0.62,4,185,3,0,0,0,management,low
1297,0.8,0.52,3,253,2,1,0,0,sales,low
1298,0.9,0.96,3,223,4,0,0,0,sales,high
1299,0.88,0.51,3,211,7,0,0,0,sales,medium
1300,0.95,0.95,4,137,4,0,0,0,management,medium
1301,0.61,0.48,4,163,3,0,0,0,sales,medium
1302,0.93,0.84,3,159,3,0,0,0,technical,high
1303,0.84,0.83,4,227,5,0,1,0,accounting,low
1304,0.17,0.61,3,241,5,1,0,0,technical,low
1305,0.99,0.92,4,229,2,0,0,0,technical,medium
1306,0.13,0.67,3,181,4,0,0,0,technical,low
1307,0.76,0.9,4,263,5,0,1,0,support,low
1308,0.63,0.96,3,144,2,0,0,0,technical,medium
1309,0.2,0.99,5,151,3,1,0,0,support,low
1310,0.85,0.9,5,247,2,0,0,0,technical,medium
1311,0.78,0.68,5,168,3,0,0,0,sales,low
1312,0.43,0.55,2,136,3,0,1,0,sales,low
1313,0.11,0.87,6,306,4,0,1,0,IT,low
1314,0.09,0.96,6,245,4,0,1,0,IT,low
1315,0.62,0.91,5,267,3,0,0,0,technical,low
1316,0.86,0.88,5,268,5,0,1,0,technical,medium
1317,0.49,0.4,2,148,2,1,0,1,management,high
1318,0.6,0.79,5,154,2,0,0,0,support,low
1319,0.9,0.56,3,151,3,0,0,0,sales,medium
1320,0.83,0.51,4,199,3,0,0,0,support,low
1321,0.8,0.53,3,255,5,0,1,0,technical,high
1322,0.49,0.59,4,265,3,0,0,0,RandD,low
1323,0.45,0.48,2,136,3,0,1,0,product_mng,medium
1324,0.37,0.57,2,133,3,0,1,0,technical,low
1325,0.74,0.99,5,263,5,0,1,0,RandD,low
1326,0.98,0.56,5,188,3,0,0,0,technical,low
1327,0.38,0.86,6,139,6,0,1,0,technical,medium
1328,0.57,0.95,4,176,3,0,0,0,technical,high
1329,0.6,0.59,3,237,4,1,0,0,product_mng,low
1330,0.8,0.6,5,217,3,0,0,0,management,high
1331,0.91,0.75,4,159,3,1,0,0,support,low
1332,0.95,0.66,4,223,10,0,0,0,IT,low
1333,0.78,0.97,4,221,4,0,0,0,hr,low
1334,0.9,0.77,5,163,3,0,0,0,marketing,medium
1335,0.67,0.55,3,137,3,0,0,0,hr,medium
1336,0.89,0.89,5,262,5,0,1,0,accounting,low
1337,0.79,0.82,3,98,3,1,0,0,hr,low
1338,0.7,0.52,5,200,2,1,0,0,IT,low
1339,0.66,0.94,4,190,3,0,0,0,marketing,medium
1340,0.68,0.55,4,169,3,1,0,0,sales,low
1341,0.75,0.63,4,209,3,0,0,1,sales,medium
1342,0.42,0.54,2,159,3,0,1,0,sales,medium
1343,0.72,0.94,4,258,5,0,1,0,sales,low
1344,0.46,0.79,2,108,3,0,0,0,sales,low
1345,0.1,0.97,7,254,4,0,1,0,sales,low
1346,0.93,0.89,3,255,7,1,0,0,sales,medium
1347,0.64,0.73,4,184,3,0,0,0,sales,medium
1348,0.9,1.0,4,229,5,0,1,0,sales,low
1349,0.92,0.67,2,252,2,0,0,0,sales,low
1350,0.3,0.58,2,124,3,0,0,0,sales,low
1351,0.92,0.65,3,176,3,0,0,0,IT,low
1352,0.65,0.82,4,207,2,0,0,0,support,low
1353,0.68,0.75,6,274,5,0,0,0,sales,low
1354,0.57,0.85,4,219,2,1,1,0,sales,medium
1355,0.69,0.59,5,182,4,0,0,0,technical,high
1356,0.89,0.74,5,260,6,0,0,0,technical,medium
1357,0.49,0.67,3,254,2,1,0,0,technical,medium
1358,0.57,0.5,5,149,5,1,0,0,RandD,medium
1359,0.98,0.99,3,253,4,0,0,0,sales,medium
1360,0.24,0.88,5,199,5,1,0,0,sales,medium
1361,0.4,0.56,2,137,3,0,1,0,accounting,medium
1362,0.59,0.59,4,197,7,0,0,0,IT,medium
1363,0.36,0.45,2,135,3,1,0,0,support,high
1364,0.66,0.89,4,173,4,0,0,0,support,low
1365,0.85,0.89,4,150,3,0,0,0,accounting,high
1366,0.66,0.81,4,148,4,0,0,0,product_mng,low
1367,0.21,0.63,5,226,3,0,0,0,support,medium
1368,0.71,0.76,3,134,3,1,0,0,support,low
1369,0.69,0.56,4,178,3,0,0,0,support,medium
1370,0.78,0.87,5,256,5,0,1,0,support,medium
1371,0.66,0.92,4,239,3,0,0,0,hr,medium
1372,0.8,0.86,3,136,2,0,0,0,RandD,medium
1373,0.86,0.64,3,245,4,0,0,0,support,high
1374,0.43,0.57,2,135,3,0,1,0,support,low
1375,0.72,0.69,4,149,2,0,0,0,management,medium
1376,0.22,0.9,4,106,2,0,0,0,sales,medium
1377,0.53,0.66,3,109,2,0,0,0,RandD,medium
1378,0.69,0.91,6,247,6,0,0,0,RandD,medium
1379,0.72,0.84,4,186,3,0,0,0,hr,low
1380,0.78,0.6,4,206,3,0,0,0,sales,medium
1381,0.31,0.63,4,104,7,1,0,0,sales,medium
1382,1.0,0.84,3,154,3,0,0,0,sales,medium
1383,0.5,0.53,3,142,3,1,0,0,product_mng,medium
1384,0.98,0.61,3,226,2,0,0,0,hr,low
1385,0.99,0.62,4,140,2,1,0,0,support,low
1386,0.11,0.91,6,302,4,0,1,0,RandD,low
1387,0.81,0.92,5,239,5,0,1,0,product_mng,low
1388,0.73,0.84,5,251,6,0,1,0,sales,medium
1389,0.77,0.83,3,204,3,0,0,0,support,low
1390,0.42,0.57,2,134,3,0,1,0,product_mng,medium
1391,0.51,0.6,5,175,3,0,0,0,technical,medium
1392,0.66,0.73,2,135,6,0,0,0,marketing,medium
1393,0.56,0.92,4,224,3,0,0,0,sales,medium
1394,0.37,0.5,2,135,3,0,1,0,product_mng,low
1395,0.83,0.84,3,267,3,0,0,0,product_mng,high
1396,0.43,0.51,2,141,3,0,1,0,sales,low
1397,0.68,0.67,3,228,2,0,0,0,RandD,medium
1398,0.5,0.55,3,188,2,0,0,0,product_mng,medium
1399,0.51,0.98,4,269,3,0,0,0,accounting,low
1400,0.1,0.8,7,292,5,0,1,0,IT,low
1401,0.62,0.75,3,149,2,1,0,0,technical,medium
1402,0.82,0.66,4,238,3,1,0,0,hr,low
1403,0.19,0.59,7,192,3,0,1,0,sales,low
1404,0.89,0.92,5,237,5,0,1,0,sales,medium
1405,0.27,0.39,4,193,4,0,0,0,technical,medium
1406,0.42,0.54,3,122,4,0,0,0,support,low
1407,0.77,0.78,3,269,3,0,0,0,support,medium
1408,0.36,0.52,2,157,3,0,1,0,technical,low
1409,0.57,1.0,4,227,10,0,0,0,technical,low
1410,0.52,0.64,4,268,3,0,0,0,marketing,low
1411,0.4,0.5,2,141,3,1,1,0,technical,low
1412,0.95,0.79,4,174,3,0,0,0,accounting,low
1413,0.99,0.61,5,196,3,0,0,0,technical,medium
1414,1.0,0.86,4,245,4,0,0,0,sales,medium
1415,0.51,0.76,4,140,3,0,0,0,support,low
1416,0.88,0.72,5,181,4,0,0,0,technical,low
1417,0.52,0.96,4,246,3,0,0,0,support,low
1418,0.48,0.54,3,190,3,0,0,0,technical,medium
1419,0.18,0.39,2,177,6,0,0,0,sales,medium
1420,0.86,0.87,5,156,4,0,0,0,sales,low
1421,0.89,0.56,3,256,3,0,0,0,support,medium
1422,0.42,0.96,3,270,6,0,0,0,support,low
1423,0.13,0.61,5,198,5,0,0,0,sales,medium
1424,0.92,0.84,4,208,2,0,0,0,hr,medium
1425,0.41,0.56,2,150,3,0,1,0,product_mng,low
1426,0.24,0.94,6,141,3,1,0,0,sales,low
1427,0.4,0.46,2,132,3,0,1,0,product_mng,low
1428,0.6,0.8,4,253,2,0,0,0,technical,low
1429,0.46,0.53,2,161,3,0,1,0,sales,low
1430,0.17,0.73,4,274,3,0,0,0,accounting,high
1431,0.1,0.77,6,255,4,0,1,0,management,low
1432,0.54,0.74,3,185,4,0,0,0,sales,low
1433,0.38,0.94,5,252,5,0,0,0,sales,low
1434,0.46,0.64,2,121,3,0,0,0,support,medium
1435,0.8,0.78,4,234,3,0,0,0,sales,medium
1436,1.0,0.96,4,155,3,0,0,0,support,medium
1437,0.34,0.71,2,160,3,1,0,0,sales,medium
1438,0.74,0.89,5,229,6,0,1,0,support,low
1439,0.65,0.57,5,222,3,0,0,0,hr,low
1440,0.53,0.81,5,135,2,0,0,0,sales,medium
1441,0.21,0.94,3,287,5,0,0,0,RandD,high
1442,0.81,1.0,4,253,5,0,1,0,technical,low
1443,0.76,0.92,3,176,2,0,0,0,IT,medium
1444,0.73,0.56,3,245,8,0,0,0,sales,medium
1445,0.36,0.57,2,144,3,0,1,0,technical,low
1446,0.11,0.9,6,254,4,0,1,0,technical,low
1447,0.84,0.56,5,224,2,0,0,0,support,medium
1448,0.62,0.69,4,184,3,0,0,0,technical,low
1449,0.48,0.93,3,219,6,0,1,0,technical,low
1450,0.89,0.99,4,205,2,0,0,1,sales,medium
1451,0.7,0.62,3,110,3,0,0,0,product_mng,low
1452,0.57,0.69,3,154,2,0,0,0,RandD,low
1453,0.9,0.7,3,274,3,0,0,0,support,medium
1454,0.48,0.5,6,253,4,0,0,0,technical,high
1455,0.15,0.37,2,167,3,0,0,0,sales,low
1456,0.93,0.98,4,160,3,0,0,0,sales,low
1457,0.79,0.36,3,114,3,0,0,0,technical,high
1458,0.8,0.85,4,139,2,0,0,0,product_mng,medium
1459,0.94,0.53,5,169,3,0,0,0,technical,low
1460,0.86,0.93,5,241,5,1,1,0,support,low
1461,0.55,0.4,3,139,8,0,0,1,hr,medium
1462,0.64,0.5,4,189,3,0,0,0,IT,medium
1463,0.52,0.52,4,168,3,0,0,0,product_mng,medium
1464,0.81,0.99,4,259,5,0,1,0,sales,low
1465,0.78,0.98,5,239,6,0,1,0,marketing,low
1466,0.72,0.7,4,172,3,0,0,0,IT,medium
1467,0.56,0.7,4,135,2,0,0,0,sales,low
1468,0.37,0.54,2,132,3,0,1,0,technical,low
1469,1.0,0.51,5,274,4,0,0,0,IT,medium
1470,0.33,0.95,4,280,3,0,0,0,accounting,medium
1471,0.4,0.56,2,130,3,1,1,0,sales,medium
1472,0.63,0.94,4,219,3,0,0,0,product_mng,low
1473,0.5,0.64,4,213,4,0,0,0,support,low
1474,0.89,0.47,4,108,3,0,0,0,technical,low
1475,0.2,0.5,5,135,6,0,1,0,RandD,low
1476,0.69,0.63,2,252,3,0,0,0,support,low
1477,0.48,0.51,3,136,3,0,0,0,marketing,low
1478,0.1,0.8,6,264,4,0,1,0,technical,low
1479,0.58,0.9,3,151,3,0,0,0,sales,medium
1480,0.16,0.57,5,144,4,1,0,0,product_mng,low
1481,0.79,0.59,4,187,2,0,0,0,management,low
1482,0.63,0.56,5,286,4,0,0,0,marketing,medium
1483,0.82,0.6,3,261,2,1,0,0,IT,medium
1484,0.65,0.48,4,144,3,0,0,0,accounting,low
1485,0.98,0.64,3,263,4,0,0,0,accounting,medium
1486,0.96,0.58,5,178,3,0,0,0,IT,low
1487,0.85,0.85,4,258,2,0,0,0,marketing,low
1488,0.63,1.0,5,244,2,0,0,0,hr,medium
1489,0.09,0.92,6,261,4,0,1,0,IT,medium
1490,0.7,0.6,5,208,3,0,0,0,management,medium
1491,0.5,0.65,3,215,2,0,0,0,technical,low
1492,0.48,0.51,4,152,4,0,0,0,accounting,high
1493,0.6,0.85,3,242,2,0,0,0,IT,low
1494,0.25,0.76,6,182,3,0,0,0,accounting,low
1495,0.56,0.71,3,211,6,0,0,1,marketing,low
1496,0.58,0.79,5,262,2,0,0,0,sales,high
1497,0.85,0.58,4,273,4,0,0,0,IT,medium
1498,0.54,0.64,6,278,2,0,0,0,technical,medium
1499,0.17,0.76,4,171,5,0,0,0,product_mng,low
1500,0.53,0.52,2,135,4,0,0,0,technical,medium
1501,0.77,0.53,5,256,3,0,0,0,accounting,medium
1502,0.89,0.79,3,149,2,0,1,0,support,medium
1503,0.64,0.63,3,156,6,1,0,0,support,low
1504,0.98,0.74,4,151,3,0,0,0,sales,medium
1505,0.86,0.81,4,179,3,0,0,0,sales,medium
1506,0.65,0.97,3,171,3,0,0,0,IT,medium
1507,0.78,0.5,5,247,4,0,0,0,product_mng,medium
1508,0.59,0.77,3,272,8,0,0,0,management,high
1509,0.57,0.85,4,250,3,1,0,1,marketing,low
1510,0.43,0.71,3,186,2,0,0,0,accounting,medium
1511,0.57,0.91,4,252,4,0,0,0,IT,low
1512,0.45,0.68,4,212,4,1,1,0,sales,low
1513,0.98,0.72,3,262,4,0,0,0,hr,low
1514,0.54,0.73,4,266,3,0,0,0,product_mng,low
1515,0.97,0.6,3,169,2,1,0,0,product_mng,low
1516,0.66,0.78,4,256,3,0,0,0,accounting,low
1517,0.79,0.61,4,173,2,0,0,0,product_mng,low
1518,0.34,0.46,3,155,10,0,0,0,product_mng,medium
1519,0.87,0.6,2,122,2,0,0,0,IT,low
1520,0.49,0.94,4,175,3,0,0,0,sales,medium
1521,0.57,0.54,4,142,4,0,0,0,technical,medium
1522,0.17,0.59,5,250,5,0,0,0,marketing,low
1523,0.5,0.91,4,148,2,0,0,0,technical,medium
1524,0.43,0.46,2,157,3,0,1,0,sales,medium
1525,0.69,0.95,3,126,6,0,0,0,technical,low
1526,0.56,0.66,5,155,2,0,0,0,sales,medium
1527,0.76,0.79,3,247,3,0,0,0,sales,low
1528,0.63,0.54,4,147,4,0,0,0,technical,low
1529,0.54,0.79,5,249,3,1,0,0,management,high
1530,0.11,0.87,6,305,4,0,1,0,marketing,low
1531,0.98,0.8,2,201,2,0,0,0,sales,high
1532,0.38,0.49,2,140,3,0,1,0,sales,medium
1533,0.64,0.86,4,143,2,0,0,0,support,medium
1534,0.34,0.88,5,131,6,0,0,0,sales,low
1535,0.44,0.53,2,146,3,0,1,0,marketing,low
1536,0.1,0.88,7,282,4,0,1,0,support,low
1537,0.43,0.48,2,135,3,0,1,0,sales,medium
1538,0.64,0.7,5,140,4,0,0,0,support,medium
1539,0.85,0.66,3,234,3,0,0,0,sales,medium
1540,0.5,0.64,3,249,2,1,0,0,technical,low
1541,0.91,0.97,4,251,6,0,1,0,technical,low
1542,0.71,0.63,3,204,3,0,0,0,marketing,low
1543,0.48,0.52,3,280,2,0,0,0,hr,medium
1544,0.63,0.61,3,205,2,0,0,0,marketing,medium
1545,0.42,0.56,2,156,3,0,1,0,sales,medium
1546,0.63,0.8,4,243,2,0,0,0,sales,medium
1547,0.63,0.57,3,242,3,0,0,0,product_mng,low
1548,0.7,0.84,2,114,4,0,0,0,IT,low
1549,0.41,0.54,2,133,3,0,1,0,sales,medium
1550,0.36,0.93,3,162,5,0,0,0,support,low
1551,0.49,0.87,4,171,3,1,0,0,marketing,medium
1552,0.54,0.67,3,154,2,0,0,0,sales,high
1553,0.85,0.82,4,270,5,0,1,0,sales,low
1554,0.45,0.46,2,159,3,0,1,0,hr,high
1555,0.73,0.85,5,224,4,0,0,0,IT,low
1556,0.41,0.51,2,159,3,0,1,0,IT,medium
1557,0.09,0.95,6,292,4,0,1,0,sales,medium
1558,0.23,0.77,5,272,2,0,0,0,sales,low
1559,0.59,0.89,3,192,2,0,0,0,IT,low
1560,0.66,0.9,4,268,3,0,0,0,technical,medium
1561,0.82,0.93,3,247,3,0,0,0,technical,medium
1562,0.56,0.73,4,134,3,0,0,0,accounting,medium
1563,0.29,0.37,6,187,10,1,0,0,sales,high
1564,0.72,0.61,3,175,3,0,0,0,sales,high
1565,0.73,0.74,4,214,3,0,0,0,sales,high
1566,0.78,0.63,6,111,6,0,0,0,IT,high
1567,0.85,0.81,4,189,4,0,0,0,marketing,medium
1568,0.41,0.51,2,144,3,0,1,0,RandD,low
1569,0.49,0.99,3,199,3,0,0,0,sales,medium
1570,0.14,0.76,5,260,6,0,0,0,technical,high
1571,0.82,0.37,2,280,3,0,0,0,accounting,medium
1572,0.67,0.64,4,190,2,0,0,0,sales,medium
1573,0.55,0.49,3,205,3,0,0,0,sales,medium
1574,0.82,0.79,4,224,2,0,0,0,support,low
1575,0.92,0.53,2,249,2,0,0,0,IT,high
1576,0.92,0.64,2,104,7,0,0,0,product_mng,low
1577,0.44,0.55,2,141,3,0,1,0,support,low
1578,0.4,0.49,2,155,3,0,1,0,hr,medium
1579,0.45,0.48,2,158,3,0,1,0,technical,low
1580,0.99,0.58,4,138,3,0,0,0,technical,low
1581,0.66,0.68,3,258,3,0,0,0,technical,low
1582,0.86,0.95,4,270,5,0,1,0,support,low
1583,0.92,0.62,3,199,2,0,0,0,IT,medium
1584,0.77,0.92,5,235,5,0,1,0,IT,low
1585,0.64,0.51,4,177,3,0,0,0,technical,low
1586,0.14,0.66,6,142,5,0,0,0,support,low
1587,0.18,0.61,5,174,6,0,0,0,sales,medium
1588,0.59,0.94,4,265,3,0,0,0,technical,low
1589,0.18,0.61,5,174,6,0,0,0,sales,medium
1590,0.76,0.56,3,255,3,0,0,0,support,medium
1591,0.82,1.0,4,229,6,0,1,0,hr,medium
1592,0.91,0.56,4,241,2,0,0,0,IT,low
1593,0.4,0.47,2,144,3,0,1,0,hr,medium
1594,0.78,0.55,3,143,3,0,0,0,RandD,low
1595,0.21,0.43,5,175,2,1,0,0,sales,high
1596,0.96,0.7,3,207,3,0,0,0,IT,high
1597,0.85,0.63,3,167,3,0,0,0,product_mng,medium
1598,0.7,0.98,4,194,2,0,0,0,IT,medium
1599,0.41,0.96,5,167,3,1,0,0,technical,low
1600,0.38,0.56,2,148,3,0,1,0,technical,medium
1601,0.87,0.77,4,261,3,0,0,0,technical,low
1602,0.27,0.86,3,222,5,0,0,0,support,medium
1603,0.42,0.53,3,181,5,0,0,0,technical,medium
1604,0.76,0.74,4,235,3,0,0,0,RandD,high
1605,0.85,0.87,5,246,5,1,1,0,sales,medium
1606,1.0,0.93,5,182,3,1,0,0,support,medium
1607,1.0,0.81,5,243,3,0,0,0,sales,low
1608,0.37,0.51,2,128,3,0,1,0,technical,medium
1609,0.85,0.68,3,272,2,1,0,0,support,medium
1610,0.26,0.69,5,213,2,0,0,0,accounting,high
1611,0.72,0.94,4,240,4,0,0,0,accounting,low
1612,0.21,0.65,5,223,3,1,0,0,sales,low
1613,0.51,0.61,4,251,2,1,0,0,support,low
1614,0.94,0.82,4,187,3,0,0,0,sales,low
1615,0.38,0.52,2,154,3,0,1,0,sales,medium
1616,0.73,0.45,5,232,4,0,0,0,accounting,low
1617,0.56,0.58,3,173,3,0,0,0,support,medium
1618,0.79,0.93,5,169,3,0,0,0,RandD,medium
1619,0.36,0.48,2,137,3,0,1,0,technical,low
1620,0.69,0.66,3,215,6,0,0,0,sales,high
1621,0.58,0.73,3,165,2,0,0,0,technical,medium
1622,0.64,0.53,3,216,3,0,0,0,accounting,high
1623,0.48,0.89,4,145,3,0,0,0,sales,low
1624,0.67,0.84,4,197,2,0,0,0,RandD,low
1625,0.8,0.86,5,262,6,0,1,0,sales,medium
1626,0.4,0.45,4,113,3,0,0,0,support,low
1627,0.6,0.65,4,160,2,0,0,0,IT,low
1628,0.51,0.91,4,194,2,0,0,0,technical,medium
1629,0.87,0.58,4,259,3,0,0,0,marketing,low
1630,0.82,0.68,2,200,3,0,0,0,sales,medium
1631,0.75,0.66,5,234,2,0,0,0,management,high
1632,0.77,0.91,5,236,5,0,1,0,marketing,medium
1633,0.7,0.96,3,263,3,0,0,0,accounting,medium
1634,0.85,0.86,3,231,3,0,0,0,support,medium
1635,0.87,0.9,5,254,6,0,1,0,support,low
1636,0.85,0.81,4,164,4,0,0,0,sales,medium
1637,0.29,0.57,5,149,3,0,0,0,sales,low
1638,0.81,0.78,4,159,3,0,0,0,support,low
1639,0.59,0.48,3,197,3,0,0,0,product_mng,medium
1640,0.54,0.74,4,164,2,0,1,0,sales,low
1641,0.65,0.49,4,184,4,0,0,0,technical,medium
1642,0.96,0.97,4,260,3,0,0,0,support,low
1643,0.28,0.45,6,218,4,0,1,0,accounting,low
1644,0.91,0.9,4,174,3,0,0,0,support,low
1645,0.7,0.83,5,241,2,0,0,0,sales,medium
1646,0.87,0.88,3,179,2,0,0,0,sales,medium
1647,0.55,0.88,4,252,3,0,0,0,management,low
1648,0.59,0.63,4,153,3,1,0,0,sales,low
1649,0.93,0.6,4,184,3,0,0,0,sales,medium
1650,0.48,0.58,3,194,3,0,0,0,technical,medium
1651,0.43,0.48,2,149,3,0,1,0,support,medium
1652,0.38,0.49,2,144,3,0,1,0,hr,low
1653,0.59,0.84,4,251,4,1,0,1,management,low
1654,0.27,0.56,3,301,3,0,1,0,support,low
1655,0.55,0.74,3,211,3,1,0,0,technical,high
1656,0.78,0.98,4,157,3,0,0,0,marketing,medium
1657,0.11,0.95,6,271,4,0,1,0,IT,low
1658,0.77,0.61,5,146,3,0,0,0,support,low
1659,0.46,0.45,2,172,2,1,0,0,management,low
1660,0.92,0.77,4,185,3,0,0,0,RandD,medium
1661,0.75,0.54,6,138,4,1,0,0,sales,medium
1662,0.9,0.66,3,231,3,0,0,0,hr,medium
1663,0.78,0.59,3,212,2,0,0,0,technical,low
1664,0.32,0.86,4,266,4,0,0,0,RandD,low
1665,0.41,0.56,2,154,3,0,1,1,support,medium
1666,0.18,0.68,6,154,5,0,0,0,product_mng,medium
1667,0.54,0.77,4,271,3,0,0,0,support,medium
1668,0.37,0.54,2,149,3,0,1,0,support,low
1669,0.11,0.9,6,301,4,0,1,0,technical,low
1670,0.76,0.93,5,238,5,0,1,0,product_mng,low
1671,0.91,0.74,6,253,2,0,0,0,technical,low
1672,0.76,0.94,3,189,3,0,0,0,sales,medium
1673,0.18,0.86,6,264,3,0,0,0,technical,high
1674,0.81,0.82,4,167,2,0,0,0,accounting,medium
1675,0.11,0.83,6,244,4,0,1,0,hr,medium
1676,0.83,0.98,5,189,4,1,0,0,management,low
1677,0.43,0.46,2,156,3,0,1,0,technical,low
1678,0.43,0.5,2,137,3,0,1,0,support,medium
1679,0.9,0.7,5,206,4,0,1,0,technical,low
1680,0.74,0.99,4,156,3,0,0,0,product_mng,medium
1681,0.38,0.49,2,135,3,0,1,0,accounting,low
1682,0.46,0.6,4,119,5,0,0,0,support,medium
1683,0.95,0.65,3,183,3,0,0,0,support,medium
1684,0.49,0.68,3,192,7,0,0,0,management,high
1685,0.53,0.76,5,132,6,0,1,0,IT,low
1686,0.96,0.81,3,212,3,0,0,0,support,medium
1687,0.86,0.56,4,247,3,0,0,1,technical,high
1688,0.66,0.57,3,161,2,1,0,0,RandD,medium
1689,0.25,0.65,3,264,4,0,0,0,management,low
1690,0.59,0.65,4,163,3,1,0,0,RandD,low
1691,0.89,0.71,4,190,3,0,0,0,RandD,low
1692,0.85,0.95,5,236,5,0,1,0,hr,low
1693,0.71,1.0,3,181,4,0,0,0,technical,medium
1694,0.97,0.88,4,139,2,0,0,0,product_mng,high
1695,0.71,0.6,2,251,3,0,0,0,support,low
1696,0.7,0.85,4,142,2,0,0,0,support,low
1697,0.73,0.78,4,181,4,0,0,0,IT,low
1698,0.43,0.53,2,146,3,0,1,0,marketing,low
1699,0.71,0.64,3,267,3,0,0,0,technical,low
1700,0.27,0.47,5,217,6,0,0,0,accounting,medium
1701,0.42,0.53,2,142,3,0,1,0,sales,low
1702,0.87,0.87,4,144,3,0,0,0,support,low
1703,0.55,0.99,3,158,3,0,0,0,sales,low
1704,0.99,0.54,4,236,4,0,0,0,sales,low
1705,0.55,0.74,2,116,3,0,0,0,sales,low
1706,0.8,0.96,4,268,3,0,0,0,technical,medium
1707,0.54,0.69,3,141,4,0,0,0,sales,low
1708,0.78,0.99,5,241,5,0,1,0,sales,medium
1709,0.56,0.78,3,200,2,0,0,0,support,medium
1710,0.75,0.85,4,272,4,0,0,0,technical,high
1711,0.34,0.89,5,266,6,0,0,0,sales,medium
1712,0.43,0.53,2,146,3,0,1,0,marketing,low
1713,0.63,0.53,4,243,2,0,0,0,technical,low
1714,0.1,0.94,6,287,4,0,1,0,technical,medium
1715,0.96,0.47,2,233,5,1,0,0,technical,low
1716,0.65,0.57,3,168,2,0,0,0,sales,high
1717,0.77,0.99,4,153,3,1,0,0,support,medium
1718,0.1,0.79,6,249,4,0,1,0,RandD,low
1719,0.5,0.53,3,207,4,0,0,0,sales,low
1720,0.74,0.38,2,126,3,0,0,0,sales,medium
1721,0.64,0.97,4,268,2,0,0,0,technical,low
1722,0.43,0.53,2,143,3,0,1,0,accounting,medium
1723,0.89,0.87,5,225,5,0,1,0,product_mng,low
1724,0.65,0.79,4,196,2,0,0,0,accounting,medium
1725,0.91,0.68,4,178,3,1,0,0,sales,medium
1726,0.72,0.53,5,244,4,0,0,0,sales,medium
1727,0.9,0.49,4,185,2,0,0,0,sales,low
1728,0.44,0.51,2,156,3,0,1,0,technical,high
1729,0.66,0.57,5,161,5,0,1,0,technical,high
1730,0.66,0.56,3,169,2,1,0,0,support,medium
1731,0.88,0.5,4,216,2,0,0,0,sales,low
1732,0.91,0.96,4,232,5,0,1,0,sales,low
1733,0.42,1.0,3,202,3,0,1,0,sales,medium
1734,0.22,0.44,3,166,6,0,0,0,hr,low
1735,0.57,0.42,2,248,4,0,0,0,IT,medium
1736,0.96,0.54,3,153,2,0,0,0,technical,medium
1737,0.61,0.83,3,112,4,1,0,0,technical,low
1738,0.15,0.75,3,259,8,1,0,0,marketing,high
1739,0.78,0.53,3,152,2,0,0,0,marketing,low
1740,0.6,0.59,3,172,3,0,0,0,technical,medium
1741,0.65,0.7,3,231,3,0,0,0,sales,medium
1742,0.5,0.91,4,144,8,0,0,0,management,medium
1743,0.78,0.7,4,139,3,0,0,0,IT,low
1744,0.75,0.95,3,268,3,1,0,0,sales,low
1745,0.73,0.75,5,265,3,0,0,0,RandD,low
1746,0.59,0.68,5,243,2,0,0,0,support,medium
1747,0.44,0.74,4,250,6,0,0,0,RandD,medium
1748,0.74,0.64,4,268,3,0,0,0,sales,low
1749,0.41,0.54,2,145,3,0,1,0,support,low
1750,0.59,0.77,3,169,3,0,0,0,IT,low
1751,0.54,0.73,3,157,3,0,0,0,RandD,low
1752,0.95,0.48,4,225,3,0,0,0,sales,medium
1753,0.73,0.65,3,165,3,0,0,0,IT,low
1754,0.75,0.94,5,194,4,0,0,0,technical,low
1755,0.84,0.54,3,245,3,0,0,0,sales,low
1756,0.79,0.99,4,183,2,0,0,0,marketing,low
1757,0.53,0.6,5,247,3,0,0,0,technical,low
1758,0.82,0.59,5,170,3,0,0,0,product_mng,low
1759,0.43,0.38,2,278,3,1,0,0,sales,low
1760,0.98,0.73,4,140,4,0,0,0,marketing,low
1761,0.42,0.77,3,270,3,0,0,0,product_mng,low
1762,0.62,0.51,4,208,2,1,0,0,sales,low
